# of genes	# of total genes	Log of odds ratio	P-value	Adjusted p-value	GO term ID	Go term name
109	647	0.34286	0.00000	<0.00050	GO:0048731	system development
62	364	0.34260	0.00000	0.00050	GO:0001933	negative regulation of protein phosphorylation
104	617	0.34242	0.00000	<0.00050	GO:0016023	cytoplasmic membrane-bounded vesicle
111	660	0.34222	0.00000	<0.00050	GO:0044802	single-organism membrane organization
481	3213	0.34202	0.00000	<0.00050	GO:0023051	regulation of signaling
381	2463	0.34145	0.00000	<0.00050	GO:0051246	regulation of protein metabolic process
257	1598	0.34111	0.00000	<0.00050	GO:1902531	regulation of intracellular signal transduction
157	948	0.34082	0.00000	<0.00050	GO:0006952	defense response
201	1230	0.34055	0.00000	<0.00050	GO:0046983	protein dimerization activity
127	762	0.33969	0.00000	<0.00050	GO:0080135	regulation of cellular response to stress
98	584	0.33918	0.00000	<0.00050	GO:1903827	regulation of cellular protein localization
392	2555	0.33875	0.00000	<0.00050	GO:0043168	anion binding
119	714	0.33850	0.00000	<0.00050	GO:0016477	cell migration
266	1668	0.33791	0.00000	<0.00050	GO:0031399	regulation of protein modification process
82	488	0.33776	0.00000	<0.00050	GO:0070161	anchoring junction
105	629	0.33735	0.00000	<0.00050	GO:0048471	perinuclear region of cytoplasm
48	284	0.33716	0.00001	0.02300	GO:0030855	epithelial cell differentiation
70	416	0.33703	0.00000	0.00050	GO:0043603	cellular amide metabolic process
165	1008	0.33570	0.00000	<0.00050	GO:0022603	regulation of anatomical structure morphogenesis
138	840	0.33354	0.00000	<0.00050	GO:0050776	regulation of immune response
241	1512	0.33335	0.00000	<0.00050	GO:0009056	catabolic process
67	401	0.33291	0.00000	0.00050	GO:0042326	negative regulation of phosphorylation
518	3563	0.33184	0.00000	<0.00050	GO:0044421	extracellular region part
115	703	0.32787	0.00000	<0.00050	GO:0031347	regulation of defense response
348	2279	0.32770	0.00000	<0.00050	GO:0032268	regulation of cellular protein metabolic process
222	1402	0.32653	0.00000	<0.00050	GO:0002682	regulation of immune system process
164	1019	0.32630	0.00000	<0.00050	GO:0005615	extracellular space
342	2241	0.32628	0.00000	<0.00050	GO:0051128	regulation of cellular component organization
117	719	0.32532	0.00000	<0.00050	GO:0030162	regulation of proteolysis
100	612	0.32518	0.00000	<0.00050	GO:0051129	negative regulation of cellular component organization
75	457	0.32432	0.00000	0.00050	GO:0090407	organophosphate biosynthetic process
424	2863	0.32398	0.00000	<0.00050	GO:0031325	positive regulation of cellular metabolic process
127	785	0.32362	0.00000	<0.00050	GO:0031410	cytoplasmic vesicle
474	3262	0.32238	0.00000	<0.00050	GO:0010646	regulation of cell communication
61	372	0.32234	0.00000	0.00200	GO:0002697	regulation of immune effector process
120	743	0.32171	0.00000	<0.00050	GO:0018193	peptidyl-amino acid modification
84	516	0.32111	0.00000	<0.00050	GO:0010469	regulation of receptor activity
61	373	0.32092	0.00000	0.00200	GO:0051052	regulation of DNA metabolic process
51	312	0.31976	0.00001	0.03150	GO:0045861	negative regulation of proteolysis
80	493	0.31892	0.00000	<0.00050	GO:0046982	protein heterodimerization activity
173	1093	0.31858	0.00000	<0.00050	GO:0051336	regulation of hydrolase activity
208	1330	0.31741	0.00000	<0.00050	GO:0044877	macromolecular complex binding
103	641	0.31664	0.00000	<0.00050	GO:0030659	cytoplasmic vesicle membrane
138	867	0.31642	0.00000	<0.00050	GO:0016772	transferase activity, transferring phosphorus-containing groups
139	874	0.31612	0.00000	<0.00050	GO:0032403	protein complex binding
618	4517	0.31516	0.00000	<0.00050	GO:0048519	negative regulation of biological process
492	3448	0.31487	0.00000	<0.00050	GO:0009893	positive regulation of metabolic process
188	1204	0.31345	0.00000	<0.00050	GO:0051704	multi-organism process
93	581	0.31328	0.00000	<0.00050	GO:0003006	developmental process involved in reproduction
84	524	0.31294	0.00000	<0.00050	GO:0010563	negative regulation of phosphorus metabolic process
84	524	0.31294	0.00000	<0.00050	GO:0045936	negative regulation of phosphate metabolic process
70	436	0.31212	0.00000	0.00050	GO:1902532	negative regulation of intracellular signal transduction
60	373	0.31210	0.00000	0.00450	GO:0033157	regulation of intracellular protein transport
125	789	0.31206	0.00000	<0.00050	GO:0048870	cell motility
186	1194	0.31185	0.00000	<0.00050	GO:0098772	molecular function regulator
1044	9048	0.30970	0.00000	<0.00050	GO:0044444	cytoplasmic part
167	1072	0.30902	0.00000	<0.00050	GO:0051248	negative regulation of protein metabolic process
70	439	0.30850	0.00000	0.00100	GO:0044089	positive regulation of cellular component biogenesis
658	4931	0.30779	0.00000	<0.00050	GO:0003824	catalytic activity
302	2020	0.30750	0.00000	<0.00050	GO:0000166	nucleotide binding
302	2021	0.30722	0.00000	<0.00050	GO:1901265	nucleoside phosphate binding
104	659	0.30715	0.00000	<0.00050	GO:0012506	vesicle membrane
175	1130	0.30699	0.00000	<0.00050	GO:0006461	protein complex assembly
213	1391	0.30656	0.00000	<0.00050	GO:1901575	organic substance catabolic process
293	1959	0.30623	0.00000	<0.00050	GO:0002376	immune system process
162	1044	0.30615	0.00000	<0.00050	GO:0044092	negative regulation of molecular function
183	1189	0.30480	0.00000	<0.00050	GO:0023057	negative regulation of signaling
577	4228	0.30446	0.00000	<0.00050	GO:0048523	negative regulation of cellular process
551	4007	0.30383	0.00000	<0.00050	GO:0005886	plasma membrane
414	2883	0.30371	0.00000	<0.00050	GO:0010604	positive regulation of macromolecule metabolic process
1120	10090	0.30346	0.00000	<0.00050	GO:0050789	regulation of biological process
80	508	0.30305	0.00000	0.00050	GO:0005768	endosome
185	1208	0.30238	0.00000	<0.00050	GO:0010648	negative regulation of cell communication
62	393	0.30207	0.00000	0.00850	GO:0051346	negative regulation of hydrolase activity
1082	9609	0.30155	0.00000	<0.00050	GO:0050794	regulation of cellular process
123	793	0.30043	0.00000	<0.00050	GO:0009894	regulation of catabolic process
124	800	0.30020	0.00000	<0.00050	GO:0008219	cell death
124	800	0.30020	0.00000	<0.00050	GO:0016265	death
886	7290	0.29993	0.00000	<0.00050	GO:0016020	membrane
61	389	0.29881	0.00001	0.01800	GO:0046486	glycerolipid metabolic process
118	764	0.29749	0.00000	<0.00050	GO:0012501	programmed cell death
147	962	0.29570	0.00000	<0.00050	GO:0040011	locomotion
70	450	0.29547	0.00000	0.00250	GO:0031012	extracellular matrix
119	775	0.29450	0.00000	<0.00050	GO:0043086	negative regulation of catalytic activity
179	1184	0.29446	0.00000	<0.00050	GO:0044248	cellular catabolic process
273	1854	0.29417	0.00000	<0.00050	GO:0009891	positive regulation of biosynthetic process
216	1445	0.29373	0.00000	<0.00050	GO:0004871	signal transducer activity
106	690	0.29308	0.00000	<0.00050	GO:0034613	cellular protein localization
70	454	0.29082	0.00000	0.00450	GO:0007600	sensory perception
91	593	0.29066	0.00000	0.00050	GO:0044419	interspecies interaction between organisms
208	1397	0.29036	0.00000	<0.00050	GO:0048585	negative regulation of response to stimulus
152	1006	0.29032	0.00000	<0.00050	GO:0032269	negative regulation of cellular protein metabolic process
106	694	0.29001	0.00000	<0.00050	GO:0070727	cellular macromolecule localization
205	1378	0.28946	0.00000	<0.00050	GO:0016192	vesicle-mediated transport
135	895	0.28710	0.00000	<0.00050	GO:0007186	G-protein coupled receptor signaling pathway
135	898	0.28531	0.00000	<0.00050	GO:0070013	intracellular organelle lumen
265	1827	0.28445	0.00000	<0.00050	GO:0031328	positive regulation of cellular biosynthetic process
198	1342	0.28391	0.00000	<0.00050	GO:0065003	macromolecular complex assembly
215	1471	0.28121	0.00000	<0.00050	GO:0030554	adenyl nucleotide binding
114	761	0.28071	0.00000	<0.00050	GO:0008270	zinc ion binding
68	450	0.28007	0.00001	0.01850	GO:0005622	intracellular
303	2131	0.27912	0.00000	<0.00050	GO:0051649	establishment of localization in cell
88	586	0.27890	0.00000	0.00050	GO:0010638	positive regulation of organelle organization
171	1164	0.27777	0.00000	<0.00050	GO:0006928	movement of cell or subcellular component
142	960	0.27755	0.00000	<0.00050	GO:0007155	cell adhesion
510	3831	0.27531	0.00000	<0.00050	GO:0048583	regulation of response to stimulus
76	509	0.27460	0.00000	0.00450	GO:0051707	response to other organism
142	966	0.27422	0.00000	<0.00050	GO:0022610	biological adhesion
235	1638	0.27387	0.00000	<0.00050	GO:0060089	molecular transducer activity
174	1195	0.27337	0.00000	<0.00050	GO:0005739	mitochondrion
210	1463	0.27057	0.00000	<0.00050	GO:0032559	adenyl ribonucleotide binding
601	4677	0.27024	0.00000	<0.00050	GO:0032502	developmental process
73	493	0.26994	0.00001	0.01800	GO:0008134	transcription factor binding
1350	13772	0.26972	0.00000	<0.00050	GO:0005488	binding
130	890	0.26929	0.00000	<0.00050	GO:0005783	endoplasmic reticulum
101	687	0.26920	0.00000	0.00050	GO:0031329	regulation of cellular catabolic process
174	1205	0.26886	0.00000	<0.00050	GO:0038023	signaling receptor activity
295	2120	0.26564	0.00000	<0.00050	GO:0097367	carbohydrate derivative binding
263	1877	0.26480	0.00000	<0.00050	GO:0051173	positive regulation of nitrogen compound metabolic process
108	744	0.26332	0.00000	0.00050	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
149	1037	0.26291	0.00000	<0.00050	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
211	1494	0.26182	0.00000	<0.00050	GO:0071822	protein complex subunit organization
345	2535	0.26055	0.00000	<0.00050	GO:0009892	negative regulation of metabolic process
247	1772	0.25961	0.00000	<0.00050	GO:0045935	positive regulation of nucleobase-containing compound metabolic process
116	808	0.25841	0.00000	<0.00050	GO:0030234	enzyme regulator activity
93	645	0.25809	0.00000	0.00100	GO:0030030	cell projection organization
89	619	0.25619	0.00000	0.00350	GO:0005975	carbohydrate metabolic process
315	2316	0.25565	0.00000	<0.00050	GO:0031324	negative regulation of cellular metabolic process
708	5819	0.25513	0.00000	<0.00050	GO:0043167	ion binding
91	636	0.25385	0.00000	0.00300	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding
382	2870	0.25332	0.00000	<0.00050	GO:0009966	regulation of signal transduction
83	581	0.25221	0.00001	0.01800	GO:0031966	mitochondrial membrane
152	1081	0.25172	0.00000	<0.00050	GO:0009968	negative regulation of signal transduction
596	4767	0.25114	0.00000	<0.00050	GO:0005829	cytosol
195	1403	0.25094	0.00000	<0.00050	GO:0004872	receptor activity
198	1428	0.25003	0.00000	<0.00050	GO:0005524	ATP binding
91	641	0.24975	0.00000	0.00450	GO:0031400	negative regulation of protein modification process
77	541	0.24970	0.00001	0.04550	GO:0032989	cellular component morphogenesis
78	550	0.24792	0.00001	0.04550	GO:0009888	tissue development
133	949	0.24766	0.00000	<0.00050	GO:0051641	cellular localization
110	782	0.24697	0.00000	0.00050	GO:0008092	cytoskeletal protein binding
994	9039	0.24655	0.00000	<0.00050	GO:0008152	metabolic process
235	1721	0.24655	0.00000	<0.00050	GO:0010557	positive regulation of macromolecule biosynthetic process
234	1714	0.24631	0.00000	<0.00050	GO:0005576	extracellular region
191	1385	0.24618	0.00000	<0.00050	GO:0033554	cellular response to stress
693	5743	0.24608	0.00000	<0.00050	GO:0044425	membrane part
505	3973	0.24542	0.00000	<0.00050	GO:0043234	protein complex
305	2287	0.24299	0.00000	<0.00050	GO:0010605	negative regulation of macromolecule metabolic process
235	1733	0.24271	0.00000	<0.00050	GO:0071702	organic substance transport
573	4621	0.24146	0.00000	<0.00050	GO:0032991	macromolecular complex
201	1474	0.24135	0.00000	<0.00050	GO:0045893	positive regulation of transcription, DNA-templated
201	1474	0.24135	0.00000	<0.00050	GO:1903508	positive regulation of nucleic acid-templated transcription
98	703	0.24095	0.00000	0.00450	GO:0048646	anatomical structure formation involved in morphogenesis
538	4303	0.24063	0.00000	<0.00050	GO:0044767	single-organism developmental process
249	1851	0.24015	0.00000	<0.00050	GO:0010628	positive regulation of gene expression
244	1813	0.23973	0.00000	<0.00050	GO:0032553	ribonucleotide binding
243	1809	0.23855	0.00000	<0.00050	GO:0017076	purine nucleotide binding
244	1819	0.23790	0.00000	<0.00050	GO:0022607	cellular component assembly
201	1496	0.23329	0.00000	<0.00050	GO:1902680	positive regulation of RNA biosynthetic process
317	2425	0.23327	0.00000	<0.00050	GO:0048869	cellular developmental process
168	1242	0.23290	0.00000	<0.00050	GO:0044432	endoplasmic reticulum part
282	2143	0.23225	0.00000	<0.00050	GO:0043933	macromolecular complex subunit organization
207	1550	0.23074	0.00000	<0.00050	GO:0051254	positive regulation of RNA metabolic process
910	8209	0.22997	0.00000	<0.00050	GO:0044237	cellular metabolic process
161	1195	0.22994	0.00000	<0.00050	GO:0098805	whole membrane
238	1799	0.22947	0.00000	<0.00050	GO:0032555	purine ribonucleotide binding
193	1447	0.22834	0.00000	<0.00050	GO:0009890	negative regulation of biosynthetic process
206	1566	0.22239	0.00000	<0.00050	GO:0030154	cell differentiation
187	1419	0.22111	0.00000	<0.00050	GO:0010629	negative regulation of gene expression
1121	10883	0.22080	0.00000	<0.00050	GO:0005515	protein binding
231	1775	0.21955	0.00000	<0.00050	GO:0001882	nucleoside binding
187	1425	0.21883	0.00000	<0.00050	GO:0031327	negative regulation of cellular biosynthetic process
118	887	0.21850	0.00000	0.00450	GO:0005789	endoplasmic reticulum membrane
170	1294	0.21749	0.00000	<0.00050	GO:2000113	negative regulation of cellular macromolecule biosynthetic process
136	1028	0.21746	0.00000	0.00050	GO:0051726	regulation of cell cycle
229	1768	0.21670	0.00000	<0.00050	GO:0001883	purine nucleoside binding
178	1360	0.21637	0.00000	<0.00050	GO:0009653	anatomical structure morphogenesis
934	8619	0.21603	0.00000	<0.00050	GO:0071704	organic substance metabolic process
544	4539	0.21435	0.00000	<0.00050	GO:0016043	cellular component organization
545	4559	0.21284	0.00000	<0.00050	GO:0071840	cellular component organization or biogenesis
178	1369	0.21283	0.00000	<0.00050	GO:0010558	negative regulation of macromolecule biosynthetic process
227	1765	0.21257	0.00000	<0.00050	GO:0032550	purine ribonucleoside binding
227	1768	0.21164	0.00000	<0.00050	GO:0032549	ribonucleoside binding
229	1785	0.21144	0.00000	<0.00050	GO:0006357	regulation of transcription from RNA polymerase II promoter
121	924	0.21054	0.00000	0.01000	GO:0044429	mitochondrial part
225	1756	0.21028	0.00000	<0.00050	GO:0035639	purine ribonucleoside triphosphate binding
404	3306	0.20583	0.00000	<0.00050	GO:0005737	cytoplasm
140	1089	0.20274	0.00000	0.00300	GO:0033043	regulation of organelle organization
187	1470	0.20206	0.00000	<0.00050	GO:0051172	negative regulation of nitrogen compound metabolic process
959	9049	0.20181	0.00000	<0.00050	GO:0043227	membrane-bounded organelle
144	1124	0.20131	0.00000	0.00250	GO:0045892	negative regulation of transcription, DNA-templated
886	8239	0.19775	0.00000	<0.00050	GO:0044238	primary metabolic process
475	4003	0.19766	0.00000	<0.00050	GO:0043169	cation binding
163	1286	0.19757	0.00000	0.00100	GO:0022414	reproductive process
184	1462	0.19597	0.00000	0.00050	GO:0033036	macromolecule localization
182	1449	0.19469	0.00000	0.00050	GO:0008104	protein localization
631	5538	0.19440	0.00000	<0.00050	GO:0097159	organic cyclic compound binding
139	1101	0.19307	0.00001	0.01800	GO:0045184	establishment of protein localization
146	1161	0.19167	0.00000	0.00650	GO:1903507	negative regulation of nucleic acid-templated transcription
695	6229	0.19005	0.00000	<0.00050	GO:0019222	regulation of metabolic process
169	1356	0.18919	0.00000	0.00150	GO:0045934	negative regulation of nucleobase-containing compound metabolic process
1271	13217	0.18644	0.00000	<0.00050	GO:0044424	intracellular part
146	1176	0.18489	0.00001	0.02400	GO:1902679	negative regulation of RNA biosynthetic process
613	5438	0.18417	0.00000	<0.00050	GO:0080090	regulation of primary metabolic process
445	3811	0.18363	0.00000	<0.00050	GO:0019538	protein metabolic process
151	1222	0.18288	0.00001	0.02100	GO:0051253	negative regulation of RNA metabolic process
617	5494	0.18219	0.00000	<0.00050	GO:0031323	regulation of cellular metabolic process
361	3064	0.17873	0.00000	<0.00050	GO:0031090	organelle membrane
284	2391	0.17479	0.00000	<0.00050	GO:0098588	bounding membrane of organelle
1020	10094	0.16937	0.00000	<0.00050	GO:0043226	organelle
599	5415	0.16915	0.00000	<0.00050	GO:0060255	regulation of macromolecule metabolic process
604	5471	0.16849	0.00000	<0.00050	GO:1901363	heterocyclic compound binding
447	3942	0.16577	0.00000	<0.00050	GO:0046872	metal ion binding
234	1985	0.16548	0.00000	0.00100	GO:0016740	transferase activity
361	3159	0.16077	0.00000	<0.00050	GO:0044267	cellular protein metabolic process
465	4209	0.15157	0.00000	<0.00050	GO:0009058	biosynthetic process
887	8708	0.14964	0.00000	<0.00050	GO:0044422	organelle part
863	8480	0.14470	0.00000	<0.00050	GO:0044446	intracellular organelle part
431	3945	0.14098	0.00000	<0.00050	GO:0009889	regulation of biosynthetic process
318	2867	0.13913	0.00000	0.00250	GO:0006464	cellular protein modification process
318	2867	0.13913	0.00000	0.00250	GO:0036211	protein modification process
448	4134	0.13766	0.00000	0.00050	GO:1901576	organic substance biosynthetic process
768	7582	0.12659	0.00000	<0.00050	GO:0043231	intracellular membrane-bounded organelle
428	4021	0.12456	0.00000	0.00200	GO:0044249	cellular biosynthetic process
326	3021	0.12392	0.00001	0.04450	GO:0043412	macromolecule modification
412	3879	0.12180	0.00000	0.00650	GO:0031326	regulation of cellular biosynthetic process
420	4009	0.11403	0.00001	0.03150	GO:0051171	regulation of nitrogen compound metabolic process
525	5127	0.10840	0.00001	0.01950	GO:0006807	nitrogen compound metabolic process
842	8648	0.10195	0.00000	0.01150	GO:0043229	intracellular organelle
